
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
1996-12-10,28,23,18,22,19,17,100,87,65,1019,1017,1012,8,6,4,19,10,,0.00,4,,137<br />
1996-12-11,26,22,18,23,19,18,100,95,74,1017,1014,1010,7,4,1,19,11,,0.00,6,Rain-Thunderstorm,156<br />
1996-12-12,26,22,19,22,21,19,100,95,74,1014,1012,1010,10,5,1,19,5,,0.00,6,Rain-Thunderstorm,323<br />
1996-12-13,28,22,17,24,21,12,100,92,42,1016,1012,1010,10,6,1,27,8,,0.00,6,Rain-Thunderstorm,320<br />
1996-12-14,24,21,19,21,19,18,100,95,78,1019,1017,1015,10,6,4,21,8,,0.00,5,Rain,160<br />
1996-12-15,27,22,18,22,19,17,100,90,65,1019,1017,1017,10,6,3,19,10,,0.00,5,Rain-Thunderstorm,118<br />
1996-12-16,29,23,18,22,20,18,100,91,58,1018,1014,1012,10,5,1,27,11,,0.00,5,Rain-Thunderstorm,99<br />
1996-12-17,26,23,20,22,20,18,100,88,74,1016,1014,1012,10,8,5,29,6,,0.00,6,Rain-Thunderstorm,339<br />
1996-12-18,24,21,19,21,19,19,100,93,78,1019,1017,1015,10,8,2,19,11,,0.00,6,Rain,203<br />
1996-12-19,31,24,19,21,21,19,100,79,55,1018,1015,1011,10,6,3,19,6,,0.00,5,,54<br />
1996-12-20,31,26,22,22,21,20,94,78,58,1015,1013,1010,10,9,6,29,13,,0.00,6,Rain,352<br />
1996-12-21,31,26,21,23,21,20,100,88,58,1018,1014,1011,10,7,1,23,10,,0.00,6,Rain-Thunderstorm,321<br />
1996-12-22,27,23,19,23,21,19,100,93,69,1017,1014,1011,10,6,1,34,6,,0.00,6,Rain-Thunderstorm,338<br />
1996-12-23,27,22,20,23,21,20,100,92,79,1014,1012,1011,10,9,8,23,6,,0.00,6,,341<br />
1996-12-24,28,24,21,23,21,20,94,88,62,1015,1014,1012,10,7,4,19,6,,0.00,6,,357<br />
1996-12-25,29,24,20,24,21,20,100,89,66,1016,1014,1013,8,6,2,23,5,,0.00,3,,130<br />
1996-12-26,32,26,20,22,21,17,100,81,40,1015,1013,1010,10,7,4,14,5,,0.00,2,,109<br />
1996-12-27,33,28,23,22,21,20,89,74,46,1013,1012,1009,10,8,6,19,5,,0.00,3,,327<br />
1996-12-28,27,24,22,23,22,22,100,92,79,1012,1011,1008,10,7,4,23,10,,0.00,6,Rain,353<br />
1996-12-29,24,22,20,23,22,20,100,96,88,1012,1011,1009,10,7,3,19,8,,0.00,7,Rain-Thunderstorm,343<br />
1996-12-30,27,24,22,24,22,21,100,92,79,1012,1011,1009,10,8,6,14,10,,0.00,5,Rain-Thunderstorm,323<br />
1996-12-31,28,24,21,23,21,15,100,85,64,1014,1012,1011,10,8,4,26,10,,0.00,5,,147<br />
1997-1-1,26,22,19,21,19,18,100,85,69,1014,1013,1012,10,9,6,29,14,,0.00,4,,154<br />
1997-1-2,25,21,18,19,18,17,100,83,65,1015,1013,1003,10,10,10,23,18,,0.00,6,,148<br />
1997-1-3,25,21,18,18,17,16,94,80,57,1016,1015,1013,10,9,7,23,14,,0.00,5,,138<br />
1997-1-4,23,20,17,21,19,17,100,93,83,1015,1012,1010,10,9,8,19,11,,0.00,6,Rain,180<br />
1997-1-5,26,22,18,21,19,18,100,87,69,1013,1012,1010,8,7,4,26,8,,0.00,5,,159<br />
1997-1-6,29,24,20,23,21,19,100,85,55,1022,1015,1013,10,8,4,23,8,,0.00,5,Rain-Thunderstorm,129<br />
1997-1-7,30,25,20,25,21,18,100,85,48,1020,1017,1016,10,9,6,21,5,,0.00,3,,130<br />
1997-1-8,31,26,21,22,21,20,100,83,52,1020,1018,1016,10,8,5,23,6,,0.00,5,Rain-Thunderstorm,47<br />
1997-1-9,27,23,21,21,21,20,100,83,70,1019,1017,1015,10,9,6,23,11,,0.00,6,,337<br />
1997-1-10,25,22,20,22,21,20,100,93,83,1016,1014,1013,10,7,3,27,8,,0.00,6,Rain,330<br />
1997-1-11,26,22,19,21,21,19,100,89,74,1016,1014,1013,10,7,5,19,8,,0.00,7,Rain,334<br />
1997-1-12,27,23,21,22,21,21,100,89,70,1016,1014,1013,10,9,1,19,10,,0.00,6,Rain-Thunderstorm,322<br />
1997-1-13,27,23,21,23,21,20,94,88,74,1016,1015,1013,10,9,7,19,6,,0.00,6,Thunderstorm,348<br />
1997-1-14,28,24,21,24,22,21,100,93,70,1018,1016,1014,10,7,3,23,8,,0.00,5,Rain,46<br />
1997-1-15,27,23,21,23,22,21,100,94,74,1018,1016,1015,10,6,4,19,6,,0.00,6,Rain-Thunderstorm,139<br />
1997-1-16,24,22,20,23,21,20,100,98,88,1018,1017,1013,10,7,2,19,6,40,0.00,7,Rain-Thunderstorm,222<br />
1997-1-17,25,22,20,21,20,19,100,92,78,1017,1016,1015,10,9,7,23,13,,0.00,5,,158<br />
1997-1-18,27,22,18,22,19,18,100,83,61,1017,1015,1013,10,9,7,23,10,,0.00,5,,125<br />
1997-1-19,30,25,20,22,21,19,100,81,58,1015,1013,1010,10,10,7,111,13,,0.00,5,,38<br />
1997-1-20,30,25,20,29,22,20,100,87,70,1015,1013,1010,10,8,1,37,11,69,0.00,5,Rain-Thunderstorm,349<br />
1997-1-21,28,24,20,21,20,20,100,84,66,1015,1014,1013,10,7,3,14,6,,0.00,7,Rain-Thunderstorm,154<br />
1997-1-22,28,23,19,22,19,18,100,85,58,1016,1015,1013,10,8,1,19,10,,0.00,7,Rain-Thunderstorm,56<br />
1997-1-23,28,24,20,23,20,18,94,85,58,1017,1015,1013,10,9,5,19,8,,0.00,7,Rain-Thunderstorm,347<br />
1997-1-24,25,23,21,23,19,18,94,81,73,1017,1015,1014,10,9,5,19,10,,0.00,6,Rain-Thunderstorm,341<br />
1997-1-25,27,23,19,22,21,19,100,89,74,1017,1015,1013,10,8,5,14,3,,0.00,6,Rain,358<br />
1997-1-26,26,23,20,21,19,10,94,83,52,1016,1015,1014,10,7,3,19,10,,0.00,6,Rain-Thunderstorm,47<br />
1997-1-27,25,22,20,21,19,18,94,86,74,1016,1014,1012,10,7,3,11,8,,0.00,7,Rain-Thunderstorm,60<br />
1997-1-28,26,23,20,22,20,18,94,85,65,1017,1015,1014,10,8,6,19,11,,0.00,6,Rain,69<br />
1997-1-29,30,25,20,21,20,18,100,81,58,1018,1016,1014,10,9,7,14,5,,0.00,6,,19<br />
1997-1-30,31,26,20,23,22,20,100,83,52,1018,1016,1013,10,9,6,16,10,,0.00,5,Rain-Thunderstorm,337<br />
1997-1-31,29,24,20,23,21,19,100,81,62,1016,1015,1012,10,9,5,23,11,,0.00,5,Rain,4<br />
1997-2-1,29,24,21,22,20,18,100,76,55,1014,1013,1010,10,9,7,24,16,,0.00,5,,10<br />
1997-2-2,27,23,20,22,20,18,100,86,65,1018,1016,1013,10,9,7,27,19,,0.00,6,Rain,354<br />
1997-2-3,27,23,19,21,20,18,100,90,70,1019,1017,1015,10,9,7,16,13,,0.00,6,,4<br />
1997-2-4,30,25,20,25,21,19,100,84,55,1021,1018,1017,10,8,4,14,5,,0.00,3,,77<br />
1997-2-5,32,26,21,23,21,19,94,77,49,1021,1019,1017,10,8,5,21,8,,0.00,3,,161<br />
1997-2-6,29,24,21,21,19,17,94,75,48,1021,1020,1018,10,8,5,19,6,,0.00,3,,132<br />
1997-2-7,28,24,20,20,19,18,94,81,54,1022,1021,1019,8,6,4,19,10,,0.00,4,,161<br />
1997-2-8,29,24,20,23,20,18,94,81,55,1022,1021,1020,10,8,6,19,11,,0.00,5,,139<br />
1997-2-9,29,24,19,23,19,18,94,79,66,1022,1020,1010,10,9,3,14,11,,0.00,3,Rain-Thunderstorm,112<br />
1997-2-10,31,26,20,21,19,18,94,76,48,1021,1020,1019,10,8,1,48,6,,0.00,3,Rain-Thunderstorm,50<br />
1997-2-11,30,26,21,20,18,16,94,72,48,1021,1019,1017,10,6,4,13,5,,0.00,4,Rain-Thunderstorm,41<br />
1997-2-12,29,24,19,21,19,18,100,82,51,1021,1019,1018,8,5,1,19,6,,0.00,6,,169<br />
1997-2-13,29,23,18,20,19,18,100,84,51,1021,1019,1017,10,6,2,14,8,,0.00,3,Rain-Thunderstorm,66<br />
1997-2-14,30,25,20,20,18,15,94,75,40,1020,1018,1016,10,8,5,13,3,,0.00,5,Rain-Thunderstorm,10<br />
1997-2-15,27,23,20,20,19,17,94,79,58,1020,1018,1016,10,8,3,21,5,,0.00,6,Rain-Thunderstorm,311<br />
1997-2-16,25,22,20,20,19,17,94,83,69,1019,1017,1015,10,8,6,19,5,,0.00,7,Rain-Thunderstorm,38<br />
1997-2-17,30,24,19,20,18,17,94,76,48,1018,1016,1014,10,9,4,23,5,,0.00,5,Rain-Thunderstorm,8<br />
1997-2-18,25,22,20,21,20,18,94,84,74,1018,1017,1015,10,9,0,19,13,,0.00,7,Rain,7<br />
1997-2-19,31,26,21,22,19,10,83,66,34,1018,1016,1014,10,10,10,19,8,,0.00,5,,342<br />
1997-2-20,30,26,22,22,19,18,83,70,48,1018,1016,1014,10,8,0,21,6,,0.00,6,Rain-Thunderstorm,323<br />
1997-2-21,25,23,21,20,19,19,88,82,73,1021,1020,1017,10,8,6,19,10,,0.00,6,Rain,168<br />
1997-2-22,32,26,21,22,20,17,88,75,40,1021,1020,1019,10,6,3,19,11,,0.00,5,,153<br />
1997-2-23,32,26,20,25,21,19,100,86,49,1022,1019,1018,10,5,2,24,5,,0.00,5,Rain-Thunderstorm,168<br />
1997-2-24,27,23,21,25,21,19,100,88,61,1019,1017,1015,10,6,3,23,11,,0.00,5,Rain,168<br />
1997-2-25,28,24,21,21,20,19,94,79,62,1017,1015,1014,10,7,6,21,11,,0.00,5,,144<br />
1997-2-26,29,24,20,21,19,18,88,74,58,1016,1015,1014,10,7,4,21,8,,0.00,3,,144<br />
1997-2-27,28,24,20,22,19,18,94,78,61,1016,1015,1014,10,8,4,26,10,,0.00,4,Rain,152<br />
1997-2-28,26,22,19,20,19,18,94,85,69,1017,1014,1012,10,9,6,23,11,,0.00,5,,170<br />
1997-3-1,26,22,19,19,17,16,88,73,54,1012,1011,1010,10,10,7,24,13,,0.00,5,,169<br />
1997-3-2,26,22,19,18,17,15,94,72,54,1013,1011,1009,10,10,10,24,10,,0.00,5,,159<br />
1997-3-3,26,22,19,19,18,17,94,81,57,1016,1014,1011,10,8,0,14,10,,0.00,6,Rain-Thunderstorm,122<br />
1997-3-4,27,22,18,19,17,16,94,77,51,1019,1016,1014,10,8,4,19,6,,0.00,5,,170<br />
1997-3-5,29,24,20,23,20,18,94,81,66,1018,1016,1013,10,7,4,29,5,,0.00,5,Rain-Thunderstorm,56<br />
1997-3-6,29,24,21,20,19,17,94,73,51,1016,1015,1014,10,10,6,21,8,,0.00,5,,333<br />
1997-3-7,31,26,21,23,21,19,94,77,52,1019,1016,1014,10,7,3,23,8,,0.00,4,Rain,130<br />
1997-3-8,29,24,21,23,19,11,88,78,47,1021,1019,1018,10,8,6,21,10,,0.00,3,Thunderstorm,127<br />
1997-3-9,29,24,21,23,20,15,94,81,64,1022,1020,1019,9,6,3,24,6,,0.00,5,,151<br />
1997-3-10,28,24,20,20,18,17,88,75,54,1022,1021,1019,10,8,6,19,5,,0.00,4,Thunderstorm,139<br />
1997-3-11,29,24,20,20,19,17,88,76,48,1021,1020,1017,9,7,6,19,10,,0.00,3,,119<br />
1997-3-12,30,25,20,20,18,16,94,67,43,1020,1018,1016,10,8,4,16,8,,0.00,4,,42<br />
1997-3-13,31,26,22,20,18,16,83,68,43,1020,1018,1017,10,8,5,27,6,,0.00,5,Thunderstorm,116<br />
1997-3-14,28,24,21,20,19,18,88,76,58,1021,1019,1009,8,6,3,19,10,,0.00,5,Rain,143<br />
1997-3-15,23,21,19,20,19,16,94,90,78,1020,1016,1014,8,6,3,16,8,,0.00,7,Rain,160<br />
1997-3-16,29,24,19,21,18,16,94,87,45,1015,1014,1013,10,7,3,21,6,,0.00,7,,168<br />
1997-3-17,23,21,19,19,18,16,94,83,69,1018,1015,1014,10,10,9,27,13,,0.00,6,,148<br />
1997-3-18,24,20,17,18,17,16,94,80,61,1019,1017,1016,10,8,7,23,14,,0.00,6,,160<br />
1997-3-19,26,22,18,19,17,15,88,75,54,1018,1017,1015,10,9,7,21,13,,0.00,5,,137<br />
1997-3-20,25,22,19,21,18,17,94,81,65,1018,1017,1014,10,7,5,19,10,,0.00,5,,145<br />
1997-3-21,29,24,19,19,18,17,94,76,51,1019,1017,1016,10,8,6,23,11,,0.00,5,,165<br />
1997-3-22,25,22,19,18,17,15,94,78,54,1018,1017,1015,10,9,7,14,11,,0.00,3,,143<br />
1997-3-23,29,24,19,20,18,16,88,73,48,1018,1015,1013,10,9,7,19,8,,0.00,4,,184<br />
1997-3-24,27,22,18,23,18,15,100,80,48,1017,1015,1014,10,7,0,19,5,,0.00,5,Fog,195<br />
1997-3-25,25,21,18,20,18,15,100,82,57,1019,1017,1015,10,10,7,19,11,,0.00,5,,160<br />
1997-3-26,26,22,18,18,17,12,94,80,61,1020,1019,1017,10,8,6,23,14,,0.00,5,,151<br />
1997-3-27,24,21,18,18,16,12,94,74,50,1021,1020,1019,10,8,6,19,10,,0.00,5,,162<br />
1997-3-28,24,20,17,16,14,10,88,72,41,1023,1022,1021,10,9,7,23,13,,0.00,3,,155<br />
1997-3-29,23,20,17,15,14,11,88,73,47,1023,1022,1021,10,9,1,24,13,,0.00,5,,144<br />
1997-3-30,23,19,16,17,14,11,88,74,56,1023,1022,1020,10,9,6,101,13,,0.00,5,,135<br />
1997-3-31,23,20,18,18,17,12,94,81,60,1021,1020,1018,10,6,4,11,6,,0.00,7,Rain,109<br />
1997-4-1,27,22,18,21,18,14,94,82,60,1020,1017,1016,10,5,1,11,5,,0.00,7,Rain,78<br />
1997-4-2,26,23,20,20,18,16,94,78,54,1020,1018,1016,10,8,2,23,6,,0.00,5,Rain,336<br />
1997-4-3,27,23,19,18,17,14,88,69,51,1018,1016,1015,10,10,10,19,8,,0.00,5,,321<br />
1997-4-4,29,22,15,18,16,11,100,63,39,1018,1016,1013,10,10,10,24,11,,0.00,4,,302<br />
1997-4-5,21,18,15,18,14,12,94,81,68,1022,1020,1017,10,8,4,16,11,,0.00,7,,163<br />
1997-4-6,21,18,15,15,14,13,94,82,64,1026,1023,1021,9,6,3,26,14,,0.00,6,,159<br />
1997-4-7,21,18,15,16,14,13,94,81,68,1026,1025,1024,10,9,7,24,14,,0.00,5,,151<br />
1997-4-8,21,18,16,15,14,13,94,77,68,1026,1024,1023,10,9,2,23,14,,0.00,6,,162<br />
1997-4-9,23,19,16,17,14,13,94,80,64,1025,1024,1023,10,8,3,19,11,,0.00,5,,145<br />
1997-4-10,23,19,15,16,14,11,88,73,57,1024,1022,1021,10,10,8,19,8,,0.00,4,,135<br />
1997-4-11,25,20,15,15,14,11,100,71,41,1022,1020,1018,10,6,3,11,2,,0.00,3,,267<br />
1997-4-12,25,21,18,19,15,12,83,71,44,1018,1016,1014,10,7,3,16,5,,0.00,5,,249<br />
1997-4-13,27,21,16,16,14,12,94,73,39,1018,1016,1015,10,7,3,11,3,,0.00,3,,193<br />
1997-4-14,28,22,17,18,15,11,83,66,37,1019,1017,1016,10,6,3,19,3,,0.00,1,,187<br />
1997-4-15,27,22,18,18,16,14,78,68,45,1021,1019,1018,10,7,5,14,8,,0.00,3,,122<br />
1997-4-16,29,23,17,20,17,15,88,76,48,1022,1020,1017,8,4,2,19,6,,0.00,3,,97<br />
1997-4-17,28,23,18,19,18,16,100,83,51,1021,1019,1017,10,6,2,23,5,,0.00,7,Rain-Thunderstorm,1<br />
1997-4-18,24,21,18,18,17,16,88,80,61,1020,1018,1016,10,7,5,13,3,,0.00,6,Rain,28<br />
1997-4-19,29,23,18,18,17,16,88,69,51,1018,1016,1013,10,9,7,19,10,,0.00,3,,28<br />
1997-4-20,27,23,19,20,18,17,94,79,65,1017,1015,1014,10,9,3,27,10,,0.00,7,Rain,340<br />
1997-4-21,23,20,18,18,17,16,88,83,73,1020,1018,1016,10,8,3,19,6,,0.00,6,,202<br />
1997-4-22,23,20,18,18,17,16,100,79,65,1020,1019,1018,10,9,6,21,11,,0.00,4,,157<br />
1997-4-23,22,19,17,17,16,14,88,80,69,1021,1019,1017,10,8,3,19,10,,0.00,6,,146<br />
1997-4-24,27,22,17,17,16,14,88,76,47,1019,1017,1015,10,7,5,24,10,,0.00,4,,122<br />
1997-4-25,28,22,17,17,16,14,94,57,45,1016,1014,1012,10,9,3,27,14,,0.00,2,,333<br />
1997-4-26,22,20,19,17,16,16,88,76,69,1015,1014,1013,10,10,9,10,3,,0.00,4,,275<br />
1997-4-27,24,20,16,17,16,14,94,80,61,1018,1017,1015,9,6,4,14,5,,0.00,5,,129<br />
1997-4-28,27,22,18,16,13,11,88,52,41,1018,1016,1015,10,9,5,14,8,,0.00,3,,318<br />
1997-4-29,27,22,17,17,13,9,94,61,34,1020,1019,1017,8,7,6,27,10,,0.00,0,,317<br />
1997-4-30,27,21,15,17,14,12,94,68,39,1022,1020,1018,10,6,1,21,6,,0.00,3,,355<br />
1997-5-1,28,22,17,17,15,12,88,68,39,1021,1020,1018,10,6,1,13,5,,0.00,2,,48<br />
1997-5-2,29,23,17,17,15,14,88,63,40,1024,1022,1019,10,7,5,16,2,,0.00,1,,176<br />
1997-5-3,28,23,18,18,16,14,88,67,42,1026,1024,1022,9,6,2,16,3,,0.00,1,,182<br />
1997-5-4,22,20,18,17,16,15,94,83,73,1027,1026,1025,10,8,4,19,11,,0.00,6,,151<br />
1997-5-5,24,20,17,17,16,15,94,78,57,1025,1024,1022,10,9,6,16,10,,0.00,6,,148<br />
1997-5-6,23,20,17,15,14,14,88,77,57,1025,1023,1021,8,7,6,13,5,,0.00,3,,125<br />
1997-5-7,23,18,14,16,14,11,88,75,57,1025,1023,1013,10,7,5,19,5,,0.00,3,,146<br />
1997-5-8,24,20,17,17,16,14,88,76,57,1025,1023,1021,7,5,3,16,10,,0.00,5,,131<br />
1997-5-9,23,19,16,17,15,14,88,78,65,1024,1023,1021,8,5,2,16,10,,0.00,5,,175<br />
1997-5-10,22,19,16,18,15,14,88,80,60,1024,1023,1022,10,8,4,19,11,,0.00,5,,161<br />
1997-5-11,23,19,16,16,14,14,100,81,61,1025,1024,1022,10,8,4,16,6,,0.00,3,,140<br />
1997-5-12,26,21,16,17,15,11,88,76,54,1022,1020,1017,10,6,3,14,3,,0.00,3,,279<br />
1997-5-13,22,18,15,16,14,12,94,79,53,1021,1019,1018,10,8,6,19,6,,0.00,3,,196<br />
1997-5-14,19,17,14,14,13,12,88,78,64,1022,1021,1020,10,9,8,19,13,,0.00,5,,152<br />
1997-5-15,19,16,12,13,12,10,94,75,56,1023,1022,1020,10,9,7,21,13,,0.00,6,,112<br />
1997-5-16,22,18,14,14,13,12,88,75,57,1024,1021,1013,8,7,5,16,10,,0.00,6,,119<br />
1997-5-17,24,19,15,17,14,13,94,78,53,1026,1024,1022,10,7,5,19,10,,0.00,3,,117<br />
1997-5-18,24,19,15,15,14,12,94,80,47,1025,1024,1022,10,7,3,16,10,,0.00,1,,110<br />
1997-5-19,26,20,15,17,15,13,88,74,51,1024,1021,1019,10,7,3,10,6,,0.00,1,,52<br />
1997-5-20,27,21,16,16,14,12,88,66,42,1022,1019,1012,10,8,4,13,6,,0.00,2,,48<br />
1997-5-21,27,21,16,14,13,11,82,57,37,1019,1016,1014,10,9,7,14,10,,0.00,4,,43<br />
1997-5-22,22,19,16,16,14,13,88,73,60,1022,1017,1014,10,9,5,27,14,,0.00,5,Rain,344<br />
1997-5-23,20,18,15,14,13,11,88,78,56,1026,1024,1021,10,9,6,19,13,,0.00,5,,183<br />
1997-5-24,18,16,14,15,14,13,94,88,77,1027,1023,1013,9,7,4,14,13,,0.00,7,Rain,155<br />
1997-5-25,17,14,13,15,13,11,94,88,77,1022,1021,1018,10,7,2,27,13,,0.00,6,Rain,212<br />
1997-5-26,18,14,12,13,12,11,94,83,68,1023,1022,1021,10,6,4,14,3,,0.00,6,,147<br />
1997-5-27,22,17,13,15,13,12,94,81,57,1024,1021,1018,10,7,4,14,8,,0.00,4,,105<br />
1997-5-28,17,16,14,15,13,12,94,86,77,1021,1017,1014,10,8,4,23,8,,0.00,5,Rain-Thunderstorm,339<br />
1997-5-29,19,16,13,14,12,10,88,80,60,1022,1019,1017,10,10,10,21,8,,0.00,4,,256<br />
1997-5-30,15,13,12,13,11,10,94,90,82,1025,1023,1022,10,6,2,13,8,,0.00,6,Rain,202<br />
1997-5-31,16,13,11,11,11,10,94,86,72,1026,1025,1023,10,8,1,19,10,,0.00,6,,162<br />
1997-6-1,15,13,11,11,10,9,94,86,72,1027,1024,1023,10,8,1,14,6,,0.00,6,Rain,133<br />
1997-6-2,18,13,9,12,9,7,94,81,52,1024,1023,1021,10,7,1,14,6,,0.00,2,,108<br />
1997-6-3,18,14,11,14,12,9,100,86,68,1022,1019,1017,7,4,2,11,3,,0.00,7,Rain,105<br />
1997-6-4,20,17,14,15,14,14,100,90,68,1017,1016,1014,10,6,3,174,14,,0.00,6,Rain-Thunderstorm,351<br />
1997-6-5,17,16,14,16,14,14,100,94,88,1017,1012,1009,6,5,3,14,5,,0.00,8,Rain-Thunderstorm,11<br />
1997-6-6,19,17,14,17,14,12,100,85,68,1012,1011,1009,10,9,6,19,13,,0.00,5,,325<br />
1997-6-7,19,16,13,12,10,8,82,71,49,1013,1011,1008,10,10,10,21,16,,0.00,3,,324<br />
1997-6-8,14,10,6,6,3,-1,71,61,47,1017,1013,1010,,,,29,19,,0.00,,,328<br />
1997-6-9,18,13,8,10,7,5,88,74,49,1022,1020,1017,10,9,8,13,10,,0.00,4,,274<br />
1997-6-10,20,14,9,11,9,7,94,77,46,1024,1022,1020,8,5,3,11,6,,0.00,3,,109<br />
1997-6-11,24,17,9,12,9,8,93,67,44,1022,1020,1016,10,5,2,19,3,,0.00,1,,344<br />
1997-6-12,21,18,15,14,13,12,88,73,64,1021,1019,1018,10,10,10,19,11,,0.00,4,,318<br />
1997-6-13,26,20,15,15,14,13,88,70,47,1021,1019,1017,10,8,4,11,6,,0.00,2,,349<br />
1997-6-14,22,18,15,14,14,13,94,78,60,1017,1016,1014,10,10,10,21,10,,0.00,8,Rain,6<br />
1997-6-15,17,16,15,15,14,13,94,89,82,1016,1013,1010,10,8,4,37,14,,0.00,7,Rain,349<br />
1997-6-16,19,16,13,13,9,8,82,68,49,1017,1013,1011,10,9,7,32,21,,0.00,3,,331<br />
1997-6-17,27,19,11,10,9,8,88,68,30,1021,1019,1016,10,10,10,16,11,,0.00,6,,329<br />
1997-6-18,20,16,12,13,12,9,94,78,60,1024,1021,1009,10,5,2,14,5,,0.00,6,,150<br />
1997-6-19,26,20,14,17,14,12,88,73,54,1021,1018,1015,10,7,3,26,10,,0.00,5,,31<br />
1997-6-20,20,17,14,16,14,12,94,87,78,1020,1017,1015,10,7,4,16,6,,0.00,6,Rain,50<br />
1997-6-21,26,20,15,22,16,13,94,75,57,1019,1017,1013,10,9,5,24,6,,0.00,2,,357<br />
1997-6-22,27,22,18,18,16,15,88,68,54,1020,1018,1016,10,9,1,23,6,,0.00,3,,16<br />
1997-6-23,27,22,18,16,14,13,77,60,45,1018,1017,1015,10,7,0,19,6,,0.00,1,,2<br />
1997-6-24,27,22,18,15,14,13,77,62,47,1019,1017,1015,10,8,4,26,11,,0.00,1,,339<br />
1997-6-25,27,21,15,15,13,12,88,61,39,1019,1016,1015,9,7,5,16,5,,0.00,0,,340<br />
1997-6-26,26,21,16,14,13,11,77,61,41,1016,1015,1011,8,8,7,29,8,,0.00,0,,336<br />
1997-6-27,21,17,14,15,13,12,94,75,60,1018,1016,1014,10,6,3,16,8,,0.00,6,Rain,246<br />
1997-6-28,17,14,13,15,13,12,100,92,82,1020,1018,1017,6,4,2,14,10,,0.00,8,Rain,149<br />
1997-6-29,17,16,14,15,14,13,100,94,82,1022,1020,1018,10,6,3,14,8,,0.00,8,Rain,167<br />
1997-6-30,15,14,12,13,12,11,94,90,88,1024,1022,1020,8,5,2,10,6,,0.00,7,Rain,194<br />
1997-7-1,15,13,11,13,12,11,100,90,82,1024,1022,1020,7,4,2,16,11,,0.00,7,,151<br />
1997-7-2,25,19,13,16,13,11,94,74,50,1021,1019,1016,10,7,1,14,6,,0.00,4,,32<br />
1997-7-3,26,21,17,15,13,11,77,61,41,1019,1017,1015,10,10,10,37,11,,0.00,2,,343<br />
1997-7-4,24,20,16,16,14,13,88,71,57,1024,1020,1016,10,9,5,24,6,,0.00,5,,310<br />
1997-7-5,17,16,14,14,12,11,88,84,77,1028,1025,1023,9,8,6,19,11,,0.00,6,,158<br />
1997-7-6,24,18,12,15,13,12,100,75,53,1025,1024,1022,10,7,5,14,10,,0.00,5,,48<br />
1997-7-7,24,20,17,15,14,13,88,74,53,1024,1023,1022,8,6,3,14,3,,0.00,6,,122<br />
1997-7-8,24,20,16,16,14,12,94,79,47,1025,1023,1021,7,5,3,14,8,,0.00,5,,122<br />
1997-7-9,25,20,15,15,14,12,94,80,47,1025,1023,1020,6,4,1,11,8,,0.00,5,,102<br />
1997-7-10,25,20,15,13,12,12,82,66,44,1025,1024,1022,10,5,3,10,2,,0.00,1,,304<br />
1997-7-11,25,20,15,14,13,11,82,66,47,1026,1024,1022,10,7,5,21,3,,0.00,1,,196<br />
1997-7-12,25,20,15,16,14,12,88,81,54,1025,1023,1021,8,5,4,16,8,,0.00,5,Rain,170<br />
1997-7-13,25,19,14,14,13,11,94,69,44,1023,1022,1020,10,8,4,19,8,,0.00,4,,51<br />
1997-7-14,25,20,15,13,12,9,82,59,39,1023,1021,1020,10,7,4,23,3,,0.00,3,,322<br />
1997-7-15,26,19,13,13,12,10,82,59,41,1023,1021,1020,10,5,2,19,2,,0.00,0,,336<br />
1997-7-16,28,21,14,15,13,12,88,61,39,1023,1021,1020,10,7,3,23,5,,0.00,5,,340<br />
1997-7-17,22,19,16,16,14,13,88,76,64,1026,1024,1020,6,4,2,14,3,,0.00,5,,174<br />
1997-7-18,19,17,15,16,15,14,94,87,78,1028,1026,1019,6,4,2,19,10,,0.00,6,,161<br />
1997-7-19,26,21,16,16,13,10,88,64,39,1027,1025,1023,10,7,3,14,8,,0.00,3,,68<br />
1997-7-20,26,21,16,15,13,12,88,71,42,1026,1024,1023,10,5,2,13,2,,0.00,2,,33<br />
1997-7-21,15,14,14,13,12,11,94,86,77,1024,1022,1020,10,9,4,23,14,,0.00,6,Rain,343<br />
1997-7-22,21,17,13,12,11,10,94,73,49,1027,1024,1022,10,9,3,16,10,,0.00,3,,313<br />
1997-7-23,19,16,13,12,12,11,88,80,64,1030,1028,1026,10,7,2,23,10,,0.00,5,,150<br />
1997-7-24,18,14,12,13,12,10,88,80,68,1031,1029,1028,10,8,4,19,10,,0.00,6,,154<br />
1997-7-25,21,17,14,13,12,11,88,75,60,1030,1028,1025,10,8,7,19,11,,0.00,5,,136<br />
1997-7-26,21,17,13,13,12,11,88,74,53,1029,1027,1025,10,8,6,14,6,,0.00,2,,135<br />
1997-7-27,24,18,13,14,12,10,88,70,41,1026,1024,1015,10,7,4,13,3,,0.00,3,,111<br />
1997-7-28,27,19,12,13,10,6,88,60,26,1024,1023,1021,7,5,3,10,2,,0.00,0,,4<br />
