
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-5-29,26,22,17,15,14,13,82,62,37,1022,1021,1019,19,13,10,19,11,,0.00,3,,316<br />
2012-5-30,26,22,18,16,14,12,83,59,30,1020,1019,1017,19,19,19,27,14,,0.00,,,315<br />
2012-5-31,22,19,16,17,14,13,88,78,59,1023,1021,1018,19,10,6,19,11,,0.00,7,,156<br />
2012-6-1,23,19,16,16,15,13,88,78,57,1023,1022,1020,10,9,4,21,10,,0.00,6,Rain,146<br />
2012-6-2,24,20,16,16,14,13,88,78,41,1023,1021,1019,19,10,4,21,6,,0.00,6,Rain,199<br />
2012-6-3,26,21,17,15,14,13,82,63,35,1023,1017,1014,19,13,9,34,16,53,0.00,3,,325<br />
2012-6-4,27,23,19,15,13,11,78,54,28,1017,1015,1013,19,12,2,35,14,66,5.08,4,Rain-Thunderstorm,337<br />
2012-6-5,20,18,17,17,15,1,88,83,32,1020,1018,1015,19,8,2,26,14,63,0.00,6,Rain-Thunderstorm,328<br />
2012-6-6,18,17,16,16,14,13,94,88,82,1023,1022,1019,10,6,3,19,8,,0.00,8,Rain,174<br />
2012-6-7,17,14,12,16,12,9,94,86,80,1025,1024,1022,9,4,2,26,13,35,0.00,8,Rain,172<br />
2012-6-8,14,13,12,12,11,10,94,88,82,1024,1023,1022,10,6,3,16,13,,0.00,8,Rain,164<br />
2012-6-9,17,14,12,12,12,11,94,84,68,1026,1024,1023,19,9,2,23,11,,0.00,8,,171<br />
2012-6-10,21,17,13,14,13,11,88,76,54,1025,1023,1021,19,9,5,16,8,,0.00,6,,88<br />
2012-6-11,19,17,15,15,14,13,94,85,66,1023,1021,1019,14,6,1,24,8,,0.00,6,Rain-Thunderstorm,69<br />
2012-6-12,22,18,14,16,14,13,100,85,54,1023,1022,1020,10,3,0,16,8,,0.00,7,Fog,117<br />
2012-6-13,23,19,16,16,15,14,94,82,50,1024,1022,1021,10,5,1,16,10,,0.00,8,Fog,120<br />
2012-6-14,25,21,17,16,15,12,88,76,36,1023,1022,1020,19,7,2,23,8,,0.00,7,,97<br />
2012-6-15,24,21,17,16,14,13,88,75,38,1023,1021,1018,19,7,1,14,8,,0.00,5,,103<br />
2012-6-16,23,19,16,15,13,10,94,66,32,1021,1019,1017,19,6,1,29,10,,0.00,6,,311<br />
2012-6-17,22,18,14,14,12,8,88,71,29,1023,1020,1018,19,8,1,19,6,,0.00,5,,130<br />
2012-6-18,23,19,15,13,12,9,82,61,40,1019,1016,1014,19,11,5,29,10,,0.00,3,,12<br />
2012-6-19,21,19,17,15,13,10,88,67,44,1018,1016,1014,19,9,5,26,14,45,0.00,5,Rain,330<br />
2012-6-20,20,18,16,17,15,14,88,83,63,1018,1015,1013,19,7,2,29,11,45,0.00,7,Rain,323<br />
2012-6-21,17,16,15,15,14,13,88,86,77,1019,1017,1016,8,5,3,13,10,,0.00,7,Rain,182<br />
2012-6-22,20,18,15,16,14,11,88,76,58,1022,1016,1013,19,10,5,39,21,61,0.00,6,Rain,318<br />
2012-6-23,18,14,12,12,11,9,88,78,59,1027,1025,1021,19,10,5,26,14,,0.00,5,,143<br />
2012-6-24,22,18,14,14,12,11,94,76,41,1027,1025,1023,19,8,2,16,10,,0.00,5,,111<br />
2012-6-25,17,16,14,14,13,11,94,85,73,1027,1025,1023,18,7,0,19,6,,0.00,6,Fog,162<br />
2012-6-26,20,17,13,13,11,10,88,75,52,1028,1027,1025,19,9,4,21,14,,0.00,4,,134<br />
2012-6-27,22,18,13,13,12,7,94,74,32,1028,1026,1024,11,6,3,13,6,,0.00,5,,95<br />
2012-6-28,24,19,14,14,12,9,88,69,30,1027,1025,1024,19,6,2,21,6,,0.00,2,,40<br />
2012-6-29,24,18,13,13,11,7,88,59,27,1025,1023,1021,19,10,4,19,8,,0.00,2,,12<br />
2012-6-30,24,20,16,14,10,7,88,54,23,1024,1022,1021,19,11,5,19,6,,0.00,4,,342<br />
2012-7-1,25,20,14,12,11,10,82,57,28,1023,1022,1020,19,7,3,19,6,,0.00,,,11<br />
2012-7-2,26,20,15,13,12,10,82,60,26,1024,1022,1021,19,10,5,16,6,,0.00,,,7<br />
2012-7-3,25,20,14,14,12,10,88,59,30,1024,1022,1020,19,11,5,19,5,,0.00,1,,338<br />
2012-7-4,24,20,16,14,11,7,88,56,25,1023,1020,1018,19,12,6,23,6,,0.00,1,,18<br />
2012-7-5,25,21,17,11,8,7,59,45,21,1023,1020,1019,19,16,10,26,13,,0.00,2,,3<br />
2012-7-6,25,21,16,11,9,8,68,49,23,1020,1019,1017,19,19,19,29,11,,0.00,,,10<br />
2012-7-7,21,18,16,14,13,9,88,67,49,1022,1020,1018,19,10,3,16,10,,0.00,5,Rain,175<br />
2012-7-8,15,13,12,13,11,9,94,85,73,1027,1024,1021,10,6,2,24,18,,0.00,8,Rain,175<br />
2012-7-9,19,16,12,12,9,8,88,73,40,1028,1026,1024,19,9,5,19,11,,0.00,4,,105<br />
2012-7-10,22,17,11,11,9,8,94,65,28,1024,1021,1017,19,8,4,14,8,,0.00,5,,30<br />
2012-7-11,24,19,15,14,11,9,82,62,33,1017,1015,1013,19,9,3,23,11,,0.00,5,,336<br />
2012-7-12,19,17,15,15,14,12,94,80,64,1014,1012,1010,19,7,0,32,13,,0.00,6,Fog-Rain-Thunderstorm,354<br />
2012-7-13,18,14,12,11,6,0,82,54,19,1022,1018,1015,19,13,10,26,16,42,0.00,2,,303<br />
2012-7-14,19,14,9,8,4,0,76,55,21,1025,1023,1021,19,19,19,19,6,34,0.00,,,289<br />
2012-7-15,16,12,9,11,7,4,88,70,51,1027,1025,1023,19,11,6,26,13,,0.00,6,,138<br />
2012-7-16,14,13,12,12,11,10,94,87,82,1028,1026,1025,19,8,4,21,18,,0.00,8,Rain,143<br />
2012-7-17,18,14,11,14,12,10,94,86,73,1025,1022,1020,10,6,2,14,11,,0.00,7,Rain-Thunderstorm,87<br />
2012-7-18,15,13,12,12,8,5,88,70,40,1025,1022,1019,19,10,6,27,13,,0.00,5,,296<br />
2012-7-19,20,14,9,10,8,6,93,70,31,1025,1023,1021,19,8,0,16,6,,0.00,5,Fog,132<br />
2012-7-20,21,16,11,10,8,5,88,62,25,1024,1021,1019,19,6,3,24,10,,0.00,6,,3<br />
2012-7-21,24,18,11,8,5,1,76,46,12,1021,1019,1017,19,19,19,26,10,50,0.00,,,326<br />
2012-7-22,27,20,13,11,8,6,67,46,18,1024,1022,1019,19,14,8,19,5,,0.00,1,,325<br />
2012-7-23,28,22,17,14,12,8,77,55,18,1025,1023,1021,19,10,7,13,6,,0.00,1,,93<br />
2012-7-24,27,22,18,14,12,8,77,54,22,1024,1022,1020,19,11,8,21,8,,0.00,,,360<br />
2012-7-25,22,19,16,14,13,10,88,69,52,1022,1021,1018,19,8,5,24,11,,0.00,7,,159<br />
2012-7-26,27,21,14,14,10,7,88,52,18,1021,1020,1019,19,9,5,26,11,,0.00,5,,15<br />
2012-7-27,22,19,16,14,12,8,88,71,31,1023,1022,1019,19,9,5,29,10,,0.00,6,,117<br />
2012-7-28,26,20,15,15,13,13,88,69,35,1024,1022,1020,10,7,3,19,8,,0.00,6,,79<br />
2012-7-29,27,22,16,15,9,3,88,48,14,1023,1020,1018,19,11,6,29,13,,0.00,3,,4<br />
2012-7-30,16,15,14,14,13,11,88,83,68,1030,1027,1024,19,8,3,23,18,,0.00,8,Rain,167<br />
2012-7-31,20,17,13,14,13,12,94,80,55,1031,1029,1028,19,8,1,23,16,,0.00,7,Rain,141<br />
2012-8-1,23,19,14,14,12,9,88,67,33,1030,1027,1024,19,9,5,14,8,,0.00,3,,95<br />
2012-8-2,24,20,16,14,12,9,88,60,28,1030,1025,1022,19,11,7,16,8,,0.00,4,,33<br />
2012-8-3,25,21,17,13,10,7,73,51,21,1025,1023,1021,19,19,19,24,8,,0.00,,,11<br />
2012-8-4,26,20,15,13,11,7,82,52,22,1025,1023,1021,19,17,10,19,8,37,0.00,1,,303<br />
2012-8-5,21,18,16,14,12,10,88,71,45,1024,1023,1022,19,8,3,24,11,,0.00,7,Rain,211<br />
2012-8-6,19,16,12,13,9,6,88,70,40,1025,1023,1022,19,9,5,24,14,,0.00,4,,143<br />
2012-8-7,22,17,11,12,10,7,82,69,27,1025,1024,1022,19,9,3,24,13,,0.00,5,,109<br />
2012-8-8,24,19,13,13,11,6,94,71,20,1027,1025,1024,19,7,3,21,10,,0.00,4,,105<br />
2012-8-9,26,19,13,13,11,6,94,69,29,1026,1024,1021,10,6,3,19,8,,0.00,5,,91<br />
2012-8-10,26,20,14,15,11,4,88,66,17,1026,1023,1021,19,8,3,19,8,,0.00,6,,151<br />
2012-8-11,26,19,13,13,10,6,94,60,18,1025,1023,1021,19,7,2,13,8,,0.00,2,,84<br />
2012-8-12,26,21,17,10,8,5,63,45,18,1027,1024,1021,19,19,19,23,8,27,0.00,,,34<br />
2012-8-13,26,21,15,13,9,6,77,54,22,1029,1027,1025,19,14,9,27,8,,0.00,3,,79<br />
2012-8-14,24,19,13,14,12,9,88,74,38,1029,1026,1024,10,8,3,26,10,,0.00,5,,142<br />
2012-8-15,26,21,16,14,12,5,82,62,18,1028,1025,1016,19,12,10,27,14,,0.00,4,,75<br />
2012-8-16,24,20,16,14,13,11,77,65,37,1028,1026,1024,19,10,5,16,11,,0.00,3,,76<br />
2012-8-17,24,20,16,14,13,7,82,66,32,1029,1026,1025,19,9,6,23,14,,0.00,2,,89<br />
2012-8-18,25,20,16,13,11,5,77,60,23,1029,1027,1025,19,12,7,24,16,,0.00,1,,90<br />
2012-8-19,24,20,16,14,12,7,82,63,32,1030,1027,1025,19,14,10,26,13,37,0.00,1,,94<br />
2012-8-20,26,20,14,14,11,7,88,61,20,1029,1027,1025,19,10,5,21,11,,0.00,3,,91<br />
2012-8-21,27,21,16,11,5,-9,63,39,6,1029,1026,1024,19,19,19,16,8,,0.00,,,43<br />
2012-8-22,27,22,17,14,9,1,72,47,28,1028,1026,1025,19,19,19,23,14,,0.00,,,86<br />
2012-8-23,24,19,15,13,10,1,82,57,29,1028,1026,1024,19,10,5,21,13,,0.00,,,101<br />
2012-8-24,26,21,15,14,12,8,82,61,21,1028,1025,1023,19,11,5,16,10,,0.00,2,,80<br />
2012-8-25,27,21,16,14,10,4,82,55,16,1026,1024,1022,19,16,8,23,11,,0.00,6,,88<br />
2012-8-26,23,19,16,13,12,10,82,67,37,1027,1025,1024,19,10,7,23,16,,0.00,5,,161<br />
2012-8-27,23,19,15,14,13,11,88,73,44,1026,1025,1023,19,9,5,26,11,,0.00,6,,139<br />
2012-8-28,22,18,14,13,12,10,88,73,46,1026,1024,1021,19,11,8,23,11,,0.00,6,,167<br />
2012-8-29,22,18,13,12,11,9,88,68,35,1024,1023,1020,19,10,8,23,11,29,0.00,6,,186<br />
2012-8-30,20,17,14,12,10,6,88,69,39,1027,1025,1023,19,11,3,26,14,,0.00,6,Rain,165<br />
2012-8-31,26,19,13,12,10,6,82,65,17,1026,1023,1021,19,10,5,23,13,,0.00,5,,116<br />
2012-9-1,29,21,13,14,11,1,94,66,16,1023,1022,1019,19,6,0,26,6,,0.00,3,Fog,193<br />
2012-9-2,29,21,14,15,9,1,72,52,16,1034,1022,1019,19,9,6,21,6,,0.00,,,111<br />
2012-9-3,23,19,15,13,11,7,82,64,27,1029,1026,1023,19,9,5,29,11,,0.00,5,,160<br />
2012-9-4,17,16,14,12,11,11,88,77,65,1029,1028,1026,19,9,5,26,18,35,0.00,7,,139<br />
2012-9-5,28,21,14,14,12,8,82,61,18,1026,1024,1021,19,8,4,19,11,32,0.00,5,,73<br />
2012-9-6,29,22,15,15,13,9,82,64,21,1024,1022,1018,10,6,3,26,8,,0.00,1,,154<br />
2012-9-7,29,22,14,15,13,8,94,71,18,1029,1024,1020,16,6,0,26,10,,0.00,6,Fog,153<br />
2012-9-8,31,24,19,14,9,3,73,40,11,1024,1022,1020,19,10,6,24,8,42,0.00,,,343<br />
2012-9-9,32,24,18,17,11,5,88,47,11,1024,1022,1020,19,11,4,24,8,,0.00,6,,309<br />
2012-9-10,31,24,18,17,13,5,83,60,11,1024,1020,1017,19,10,3,23,13,,0.00,6,,112<br />
2012-9-11,30,24,17,16,14,7,88,67,16,1020,1017,1014,19,9,3,24,13,,0.00,5,,164<br />
2012-9-12,28,22,16,15,14,12,88,69,33,1021,1019,1016,19,8,3,34,10,,0.00,5,,153<br />
2012-9-13,20,18,17,16,14,13,88,79,68,1024,1021,1016,19,8,3,23,13,,0.00,6,Rain,146<br />
2012-9-14,24,19,15,15,14,12,94,76,47,1025,1023,1021,19,8,3,26,16,,0.00,7,,135<br />
2012-9-15,29,23,17,16,14,12,83,67,34,1024,1021,1019,11,8,3,24,11,,0.00,7,,122<br />
2012-9-16,32,25,18,17,12,5,83,51,13,1021,1019,1016,19,9,4,23,10,,0.00,6,,68<br />
2012-9-17,33,26,18,16,12,7,88,48,11,1021,1018,1015,19,10,5,26,11,47,0.00,5,,1<br />
2012-9-18,33,27,21,15,11,7,68,35,12,1018,1015,1012,19,10,6,26,11,,0.00,1,,359<br />
2012-9-19,34,28,21,17,10,6,73,36,10,1015,1013,1009,19,9,5,37,21,64,0.00,5,Rain-Thunderstorm,324<br />
2012-9-20,22,20,18,17,15,13,78,70,57,1016,1015,1012,19,9,5,40,23,29,0.00,6,Rain,317<br />
2012-9-21,21,19,17,15,14,12,83,74,51,1018,1015,1013,19,9,5,37,14,61,0.00,6,Rain-Thunderstorm,326<br />
2012-9-22,19,17,14,13,11,9,88,71,48,1025,1022,1018,19,10,8,26,18,37,0.00,6,,150<br />
2012-9-23,19,16,12,12,11,8,82,71,46,1025,1023,1022,19,10,8,27,14,,0.00,6,,123<br />
2012-9-24,26,20,14,16,13,11,77,63,39,1022,1020,1017,19,12,8,19,11,,0.00,7,,34<br />
2012-9-25,24,20,16,15,13,11,82,65,44,1021,1018,1017,19,11,4,24,13,32,0.00,6,Rain-Thunderstorm,285<br />
2012-9-26,15,12,9,13,7,1,88,72,39,1028,1025,1021,19,9,5,32,23,50,0.00,7,Rain,184<br />
2012-9-27,14,11,8,7,6,4,82,68,51,1030,1028,1026,19,11,9,29,21,,0.00,6,Rain,142<br />
2012-9-28,18,14,10,8,6,3,77,61,33,1030,1028,1026,19,11,10,32,19,42,0.00,4,,124<br />
2012-9-29,23,17,11,10,7,2,82,61,28,1029,1026,1023,19,12,10,34,16,39,0.00,4,,113<br />
2012-9-30,26,19,12,12,9,4,88,62,24,1025,1021,1019,19,13,10,26,13,,0.00,5,,105<br />
2012-10-1,31,22,14,14,10,5,82,58,11,1022,1019,1015,19,13,10,32,10,,0.00,4,,116<br />
2012-10-2,32,23,16,15,12,9,72,52,24,1020,1018,1016,19,16,10,24,8,,0.00,6,,68<br />
2012-10-3,33,26,19,17,13,9,83,54,14,1021,1019,1017,19,9,6,24,10,,0.00,5,,139<br />
2012-10-4,31,23,17,16,15,11,88,71,29,1020,1019,1018,10,7,4,27,11,,0.00,6,,155<br />
2012-10-5,27,22,18,18,16,14,83,72,45,1022,1019,1017,11,7,3,21,11,,0.00,6,Rain,119<br />
2012-10-6,29,24,19,17,16,8,88,64,17,1021,1019,1018,19,8,5,19,8,,0.00,6,Rain,111<br />
2012-10-7,31,24,17,17,14,10,94,66,24,1022,1020,1018,19,6,1,29,8,,0.00,4,,154<br />
2012-10-8,28,22,16,16,14,12,88,70,37,1022,1020,1018,10,7,3,27,11,,0.00,5,,155<br />
2012-10-9,31,22,14,14,11,6,88,50,14,1020,1017,1013,19,10,5,14,10,53,0.00,2,,60<br />
2012-10-10,32,26,20,17,12,6,83,46,12,1016,1014,1012,19,12,5,27,11,,0.00,4,,39<br />
2012-10-11,22,19,16,17,15,14,88,76,64,1021,1017,1014,19,9,3,27,14,,0.00,7,Rain,176<br />
2012-10-12,19,17,14,14,13,11,94,81,64,1024,1022,1019,19,9,3,26,18,,0.00,7,Rain,143<br />
2012-10-13,18,17,15,14,13,12,88,82,73,1025,1024,1022,19,9,3,26,21,,0.00,8,Rain,146<br />
2012-10-14,17,15,13,13,11,10,88,78,61,1024,1023,1022,19,11,3,32,19,,0.00,6,Rain,142<br />
2012-10-15,22,17,12,11,10,8,88,66,38,1022,1020,1017,19,13,10,23,13,,0.00,4,,133<br />
2012-10-16,27,20,13,16,12,9,82,62,33,1026,1017,1014,19,10,6,19,10,,0.00,4,,100<br />
2012-10-17,24,21,18,16,15,13,83,66,43,1018,1015,1014,19,10,4,34,13,47,0.00,6,Rain,358<br />
2012-10-18,29,23,17,16,13,10,88,63,30,1020,1017,1015,19,9,5,27,16,32,0.00,6,,303<br />
2012-10-19,21,18,16,15,14,12,88,76,64,1020,1018,1017,19,8,1,27,16,,0.00,7,,115<br />
2012-10-20,25,21,17,16,14,10,83,69,35,1019,1017,1015,19,10,3,21,10,,0.00,5,Rain,60<br />
2012-10-21,31,24,18,17,14,10,78,53,24,1016,1014,1011,19,10,3,32,13,71,0.00,4,Rain-Thunderstorm,326<br />
2012-10-22,32,26,19,16,14,12,83,52,29,1014,1010,1008,19,11,10,29,18,47,0.00,2,Rain,360<br />
2012-10-23,27,23,20,19,17,15,88,73,48,1015,1012,1010,10,9,5,26,16,53,0.00,5,Rain-Thunderstorm,349<br />
2012-10-24,25,21,17,18,16,14,88,71,57,1019,1016,1013,19,9,1,21,13,,0.00,6,,285<br />
2012-10-25,28,22,17,18,16,15,88,77,51,1020,1017,1015,10,6,2,24,13,,0.00,7,,136<br />
2012-10-26,27,22,17,18,17,15,88,79,58,1022,1019,1017,9,5,3,24,11,45,0.00,7,,150<br />
2012-10-27,33,26,18,18,16,1,88,59,15,1021,1018,1014,19,9,5,19,13,39,0.00,6,Thunderstorm,82<br />
2012-10-28,34,28,21,21,17,12,83,57,26,1024,1018,1015,19,10,3,37,11,47,0.00,5,Rain-Thunderstorm,145<br />
2012-10-29,32,26,20,19,17,13,83,68,31,1022,1017,1014,11,6,5,19,8,,0.00,5,Rain,102<br />
2012-10-30,34,29,23,19,16,11,78,51,23,1016,1014,1012,19,7,3,27,6,61,0.00,1,Thunderstorm,16<br />
2012-10-31,35,28,21,19,16,9,83,53,12,1017,1012,1009,19,11,5,32,11,47,0.00,3,,223<br />
2012-11-1,23,20,18,17,17,15,88,77,63,1018,1015,1012,19,9,6,23,13,,0.00,6,Rain-Thunderstorm,151<br />
2012-11-2,21,19,17,15,14,11,88,76,52,1019,1017,1015,19,10,5,24,16,,0.00,6,,141<br />
2012-11-3,22,19,16,16,14,11,88,75,64,1019,1017,1015,19,9,3,24,14,,0.00,6,,133<br />
2012-11-4,23,20,17,17,16,14,88,77,56,1017,1016,1014,10,8,3,23,11,,0.00,5,,140<br />
2012-11-5,25,21,17,16,15,14,88,70,44,1018,1015,1014,19,10,6,29,14,,0.00,4,,138<br />
2012-11-6,26,21,16,15,14,11,94,68,41,1018,1017,1015,19,10,8,32,16,35,0.00,3,,134<br />
2012-11-7,26,22,18,17,16,14,78,69,51,1019,1017,1016,19,10,7,27,14,,0.00,4,,127<br />
2012-11-8,27,23,19,18,16,14,83,70,45,1018,1016,1013,19,9,4,21,13,,0.00,5,Rain-Thunderstorm,118<br />
2012-11-9,23,21,20,18,18,17,83,80,73,1015,1012,1010,14,8,5,19,11,,0.00,7,Rain,78<br />
2012-11-10,28,24,20,19,17,14,88,69,36,1014,1012,1010,19,10,1,26,13,,0.00,5,Rain-Thunderstorm,15<br />
2012-11-11,31,25,19,19,17,14,83,62,29,1015,1014,1012,19,12,10,24,11,,0.00,3,,16<br />
2012-11-12,24,22,19,19,18,16,88,81,69,1018,1016,1014,11,7,3,19,10,,0.00,7,Rain,145<br />
2012-11-13,21,18,15,17,15,12,88,83,73,1018,1016,1014,19,8,3,34,18,,0.00,8,Rain,170<br />
2012-11-14,18,17,15,13,12,11,88,77,57,1019,1017,1016,19,9,4,27,19,,0.00,7,Rain,147<br />
2012-11-15,21,17,12,15,12,10,88,74,57,1018,1016,1014,19,9,3,24,13,,0.00,6,Rain,140<br />
2012-11-16,23,18,14,14,12,11,88,73,44,1020,1017,1014,19,9,5,27,11,,0.00,6,Rain,152<br />
2012-11-17,22,18,14,13,12,10,88,69,39,1023,1021,1018,19,11,10,29,18,,0.00,5,,155<br />
2012-11-18,23,19,15,14,12,10,82,68,47,1023,1021,1019,19,11,10,26,16,,0.00,3,,135<br />
2012-11-19,29,22,16,17,14,12,78,65,37,1021,1018,1015,19,10,5,27,11,,0.00,5,Rain,116<br />
2012-11-20,29,24,19,17,13,1,88,59,28,1019,1015,1013,19,9,4,19,8,,5.08,4,Rain-Thunderstorm,72<br />
2012-11-21,26,21,17,16,14,11,82,63,43,1019,1017,1013,19,11,8,23,13,,0.00,3,,144<br />
2012-11-22,26,21,17,16,14,11,88,64,39,1020,1017,1015,19,11,8,21,14,,0.00,3,,145<br />
2012-11-23,33,24,16,15,9,-3,82,49,5,1017,1014,1011,19,9,5,23,10,42,0.00,4,,94<br />
2012-11-24,28,24,22,18,14,7,73,52,26,1016,1013,1011,19,12,9,26,8,37,0.00,,Rain,66<br />
2012-11-25,22,19,17,18,16,13,88,79,53,1020,1017,1014,11,7,4,26,16,,0.00,8,Rain,151<br />
2012-11-26,20,18,16,15,14,13,88,80,68,1021,1019,1017,19,10,6,27,23,,0.00,8,Rain,144<br />
2012-11-27,27,22,17,18,16,11,88,76,24,1018,1014,1011,19,10,2,26,13,27,10.92,7,Rain-Thunderstorm,128<br />
2012-11-28,28,23,18,19,16,13,88,69,37,1014,1012,1010,14,9,5,24,11,,0.25,5,Rain-Thunderstorm,124<br />
2012-11-29,28,23,18,17,16,14,83,67,42,1020,1016,1014,19,10,4,26,11,,0.00,4,,107<br />
2012-11-30,27,22,18,17,15,12,83,67,39,1020,1019,1017,19,11,8,29,16,,0.00,5,,133<br />
2012-12-1,29,24,19,17,16,15,83,68,38,1020,1017,1015,19,10,4,27,13,,2.03,5,Rain-Thunderstorm,100<br />
2012-12-2,31,25,19,19,17,15,83,69,31,1018,1016,1013,19,9,2,27,11,40,1.02,3,Rain-Thunderstorm,302<br />
2012-12-3,27,23,20,18,17,15,78,68,45,1018,1017,1016,19,9,6,29,11,,0.00,6,,102<br />
2012-12-4,31,26,20,20,17,13,83,68,33,1019,1018,1016,19,9,5,29,11,,0.00,4,,79<br />
2012-12-5,32,27,22,20,17,1,78,62,23,1019,1016,1012,19,8,1,26,10,45,0.00,5,Rain-Thunderstorm,110<br />
2012-12-6,33,26,18,20,18,15,83,68,27,1018,1015,1011,19,9,2,34,11,,1.02,4,Rain-Thunderstorm,59<br />
2012-12-7,34,28,22,20,17,14,83,56,21,1018,1014,1012,19,11,1,37,13,63,20.07,5,Rain-Thunderstorm,337<br />
2012-12-8,28,26,23,21,19,18,78,66,40,1018,1016,1014,19,10,6,26,11,,0.00,4,Thunderstorm,113<br />
2012-12-9,24,21,19,19,17,12,88,75,58,1018,1017,1015,19,10,5,27,13,,0.00,6,,145<br />
2012-12-10,32,26,19,20,17,14,83,64,38,1018,1014,1010,19,10,6,21,10,,0.00,4,,93<br />
2012-12-11,31,27,23,19,19,18,78,59,37,1013,1011,1009,19,12,10,34,16,47,0.00,3,Thunderstorm,330<br />
2012-12-12,30,26,21,20,18,15,78,66,40,1015,1013,1011,19,11,7,32,14,,0.00,4,,159<br />
2012-12-13,32,27,22,20,17,14,88,62,25,1015,1012,1010,19,11,3,24,13,42,17.02,4,Rain-Thunderstorm,1<br />
2012-12-14,25,23,21,20,19,18,88,81,65,1014,1013,1012,19,7,0,19,10,,6.10,7,Rain,150<br />
2012-12-15,23,22,21,20,19,18,88,84,71,1015,1014,1012,11,7,2,23,11,,53.09,8,Rain,330<br />
2012-12-16,26,23,20,19,18,17,88,74,56,1015,1013,1011,19,11,5,26,14,45,10.92,6,Rain,326<br />
2012-12-17,23,22,20,19,18,17,88,77,62,1014,1013,1012,19,9,3,32,21,53,0.51,7,Rain,323<br />
2012-12-18,28,23,18,20,17,15,83,74,51,1016,1014,1013,19,9,3,35,14,,0.00,5,,310<br />
2012-12-19,28,23,19,21,18,16,94,77,48,1016,1015,1012,19,9,1,23,11,,39.12,4,Rain-Thunderstorm,63<br />
2012-12-20,33,26,19,19,17,15,83,61,27,1017,1014,1012,19,12,10,23,11,37,0.76,2,Rain-Thunderstorm,358<br />
2012-12-21,32,27,21,20,18,14,83,63,33,1018,1016,1014,19,11,7,19,10,,2.03,4,Rain-Thunderstorm,38<br />
2012-12-22,24,23,22,20,19,18,88,81,73,1020,1019,1016,19,9,4,24,16,,4.06,7,Rain,170<br />
2012-12-23,24,22,21,19,19,18,88,80,60,1020,1019,1018,19,10,3,27,19,,1.02,7,Rain,150<br />
2012-12-24,32,26,21,21,18,1,88,68,23,1020,1017,1015,19,9,1,24,10,,8.89,5,Rain-Thunderstorm,99<br />
2012-12-25,33,27,21,18,17,15,78,54,29,1016,1014,1013,19,11,8,26,11,47,0.00,3,,352<br />
2012-12-26,31,28,24,19,18,17,69,55,36,1017,1016,1014,19,8,5,32,14,,0.00,1,,317<br />
2012-12-27,28,24,22,20,19,16,83,72,58,1017,1016,1015,19,8,5,26,14,,3.05,6,Rain,180<br />
2012-12-28,29,26,21,19,16,11,83,58,24,1018,1016,1013,19,10,8,21,11,,0.00,4,,310<br />
2012-12-29,31,26,21,21,17,1,88,67,27,1018,1016,1014,19,7,1,34,11,64,27.94,4,Rain-Thunderstorm,344<br />
2012-12-30,28,23,19,19,18,17,94,76,54,1019,1018,1016,14,7,3,23,8,,14.99,6,Rain-Thunderstorm,15<br />
2012-12-31,29,24,20,20,17,13,83,66,35,1020,1017,1015,19,12,10,24,10,,0.00,3,,358<br />
2013-1-1,31,26,22,18,17,16,73,60,34,1018,1016,1014,19,12,10,27,16,47,1.02,4,Rain-Thunderstorm,314<br />
2013-1-2,25,21,18,19,17,15,88,80,66,1022,1019,1016,19,8,3,34,16,,0.51,6,Rain,160<br />
2013-1-3,20,19,17,17,16,15,88,82,73,1023,1022,1019,19,8,5,24,16,,2.03,7,Rain,140<br />
2013-1-4,24,21,18,18,17,16,88,77,65,1024,1022,1021,19,10,8,26,14,,0.00,6,,133<br />
2013-1-5,30,25,20,20,18,14,88,69,28,1022,1020,1017,19,10,5,24,11,,0.00,5,Thunderstorm,115<br />
2013-1-6,30,26,22,19,18,15,83,67,40,1019,1016,1014,19,10,6,27,11,50,0.00,4,Rain-Thunderstorm,26<br />
2013-1-7,31,26,21,18,16,13,78,49,25,1017,1014,1013,19,13,10,27,13,42,0.00,1,,314<br />
2013-1-8,31,26,22,20,18,16,88,62,40,1017,1015,1013,19,9,2,29,14,,8.89,4,Rain-Thunderstorm,338<br />
2013-1-9,26,23,21,20,19,18,83,76,61,1017,1016,1014,19,11,3,24,13,,76.96,6,Rain,251<br />
2013-1-10,23,20,18,19,17,14,83,80,69,1018,1016,1015,14,8,4,37,14,55,5.08,7,Rain,170<br />
2013-1-11,21,18,16,14,13,11,82,70,55,1017,1016,1015,19,11,7,27,21,,0.00,6,,162<br />
2013-1-12,19,18,16,17,14,12,88,79,67,1018,1016,1014,19,9,2,21,11,,12.95,7,Rain,132<br />
2013-1-13,24,21,17,16,16,15,88,78,57,1020,1019,1017,19,8,4,14,6,,1.02,5,Rain,24<br />
